CCODI_UBIGEO,DEPA,PROV,DIS,VOTOS_PL,VALIDOS_PL,EMITIDOS_PL,VOTOS_FP,VALIDOS_FP,EMITIDOS_FP,UBIGEO_INEI,ganador
030206,APURIMAC,AYMARAES,CHAPIMARCA,876,82.798,77.867,182,17.202,16.178,030404,PL
030207,APURIMAC,AYMARAES,HUAYLLO,253,76.9,73.547,76,23.1,22.093,030407,PL
030208,APURIMAC,AYMARAES,LUCRE,785,80.928,75.481,185,19.072,17.788,030409,PL
030209,APURIMAC,AYMARAES,POCOHUANCA,604,87.032,84.006,90,12.968,12.517,030410,PL
030210,APURIMAC,AYMARAES,SAÑAYCA,471,81.488,77.595,107,18.512,17.628,030412,PL
030211,APURIMAC,AYMARAES,SORAYA,272,72.149,68.687,105,27.851,26.515,030413,PL
030212,APURIMAC,AYMARAES,TAPAIRIHUA,927,77.379,74.818,271,22.621,21.872,030414,PL
030213,APURIMAC,AYMARAES,TINTAY,1124,74.784,69.9,379,25.216,23.57,030415,PL
030214,APURIMAC,AYMARAES,TORAYA,532,75.141,69.452,176,24.859,22.977,030416,PL
030215,APURIMAC,AYMARAES,YANACA,479,86.151,81.324,77,13.849,13.073,030417,PL
030216,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,327,76.047,72.185,103,23.953,22.737,030411,PL
030217,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,317,79.849,76.942,80,20.151,19.417,030408,PL
030301,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,16841,80.467,75.946,4088,19.533,18.435,030201,PL
030302,APURIMAC,ANDAHUAYLAS,ANDARAPA,2885,85.991,81.682,470,14.009,13.307,030202,PL
030303,APURIMAC,ANDAHUAYLAS,CHIARA,568,86.718,83.529,87,13.282,12.794,030203,PL
030304,APURIMAC,ANDAHUAYLAS,HUANCARAMA,2587,82.625,77.27,544,17.375,16.249,030204,PL
030305,APURIMAC,ANDAHUAYLAS,HUANCARAY,1521,81.293,76.896,350,18.707,17.695,030205,PL
030306,APURIMAC,ANDAHUAYLAS,KISHUARA,3534,89.855,86.852,399,10.145,9.806,030207,PL
030307,APURIMAC,ANDAHUAYLAS,PACOBAMBA,2238,85.192,82.128,389,14.808,14.275,030208,PL
030308,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,799,74.326,68.761,276,25.674,23.752,030210,PL
030309,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,1250,86.029,80.334,203,13.971,13.046,030212,PL
030310,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,9715,86.141,81.604,1563,13.859,13.129,030213,PL
030311,APURIMAC,ANDAHUAYLAS,TALAVERA,7875,77.793,73.29,2248,22.207,20.921,030216,PL
030312,APURIMAC,ANDAHUAYLAS,TURPO,1945,87.929,83.656,267,12.071,11.484,030218,PL
030313,APURIMAC,ANDAHUAYLAS,PACUCHA,4582,88.404,83.858,601,11.596,10.999,030209,PL
030314,APURIMAC,ANDAHUAYLAS,POMACOCHA,370,79.06,74.597,98,20.94,19.758,030211,PL
030315,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,3507,72.414,68.55,1336,27.586,26.114,030215,PL
030316,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,669,82.389,78.613,143,17.611,16.804,030217,PL
030317,APURIMAC,ANDAHUAYLAS,HUAYANA,335,81.114,77.546,78,18.886,18.056,030206,PL
030318,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,724,82.46,75.891,154,17.54,16.143,030214,PL
030319,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,1103,89.894,82.746,124,10.106,9.302,030219,PL
030320,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,2292,94.985,89.392,121,5.015,4.719,030220,PL
030401,APURIMAC,ANTABAMBA,ANTABAMBA,1068,85.577,78.414,180,14.423,13.216,030301,PL
030402,APURIMAC,ANTABAMBA,EL ORO,236,78.146,74.214,66,21.854,20.755,030302,PL
030403,APURIMAC,ANTABAMBA,HUAQUIRCA,741,82.151,80.022,161,17.849,17.387,030303,PL
030404,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,776,81.598,79.427,175,18.402,17.912,030304,PL
030405,APURIMAC,ANTABAMBA,OROPESA,887,84.396,79.91,164,15.604,14.775,030305,PL
030406,APURIMAC,ANTABAMBA,PACHACONAS,547,89.819,82.256,62,10.181,9.323,030306,PL
030407,APURIMAC,ANTABAMBA,SABAINO,542,84.161,79.706,102,15.839,15,030307,PL
030501,APURIMAC,COTABAMBAS,TAMBOBAMBA,4511,91.279,82.74,431,8.721,7.905,030501,PL
030502,APURIMAC,COTABAMBAS,COYLLURQUI,2592,88.646,83.371,332,11.354,10.679,030503,PL
030503,APURIMAC,COTABAMBAS,COTABAMBAS,1743,89.247,82.882,210,10.753,9.986,030502,PL
030504,APURIMAC,COTABAMBAS,HAQUIRA,4160,95.985,90.18,174,4.015,3.772,030504,PL
030505,APURIMAC,COTABAMBAS,MARA,2256,87.374,79.887,326,12.626,11.544,030505,PL
030506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,4810,91.219,83.813,463,8.781,8.068,030506,PL
030601,APURIMAC,GRAU,CHUQUIBAMBILLA,2173,90.353,85.049,232,9.647,9.08,030701,PL
030602,APURIMAC,GRAU,CURPAHUASI,994,88.356,82.217,131,11.644,10.835,030702,PL
030603,APURIMAC,GRAU,HUAYLLATI,651,89.178,83.676,79,10.822,10.154,030704,PL
030604,APURIMAC,GRAU,MAMARA,363,84.028,78.233,69,15.972,14.871,030705,PL
030605,APURIMAC,GRAU,GAMARRA,1111,78.794,74.815,299,21.206,20.135,030703,PL
030606,APURIMAC,GRAU,MICAELA BASTIDAS,471,92.717,89.205,37,7.283,7.008,030706,PL
030607,APURIMAC,GRAU,PROGRESO,1340,87.811,81.807,186,12.189,11.355,030708,PL
030608,APURIMAC,GRAU,PATAYPAMPA,437,87.751,81.835,61,12.249,11.423,030707,PL
030609,APURIMAC,GRAU,SAN ANTONIO,150,87.719,83.799,21,12.281,11.732,030709,PL
030610,APURIMAC,GRAU,TURPAY,287,80.845,77.568,68,19.155,18.378,030711,PL
030611,APURIMAC,GRAU,VILCABAMBA,468,80.412,76.596,114,19.588,18.658,030712,PL
030612,APURIMAC,GRAU,VIRUNDO,382,84.327,76.553,71,15.673,14.228,030713,PL
030613,APURIMAC,GRAU,SANTA ROSA,351,91.885,87.313,31,8.115,7.711,030710,PL
030614,APURIMAC,GRAU,CURASCO,525,87.354,80.521,76,12.646,11.656,030714,PL
030701,APURIMAC,CHINCHEROS,CHINCHEROS,2330,85.317,80.651,401,14.683,13.88,030601,PL
030702,APURIMAC,CHINCHEROS,ONGOY,980,78.589,74.525,267,21.411,20.304,030606,PL
030703,APURIMAC,CHINCHEROS,OCOBAMBA,2442,72.463,68.711,928,27.537,26.111,030605,PL
030704,APURIMAC,CHINCHEROS,COCHARCAS,778,77.645,72.104,224,22.355,20.76,030603,PL
030705,APURIMAC,CHINCHEROS,ANCO-HUALLO,5032,86.194,82.424,806,13.806,13.202,030602,PL
030706,APURIMAC,CHINCHEROS,HUACCANA,2986,86.802,83.037,454,13.198,12.625,030604,PL
030707,APURIMAC,CHINCHEROS,URANMARCA,1107,78.734,74.196,299,21.266,20.04,030607,PL
030708,APURIMAC,CHINCHEROS,RANRACANCHA,1827,93.692,89.911,123,6.308,6.053,030608,PL
030709,APURIMAC,CHINCHEROS,ROCCHACC,1175,87.818,81.939,163,12.182,11.367,030609,PL
030710,APURIMAC,CHINCHEROS,EL PORVENIR,568,71.357,66.278,228,28.643,26.604,030610,PL
030711,APURIMAC,CHINCHEROS,LOS CHANKAS,566,92.635,89.699,45,7.365,7.132,030611,PL
040101,AREQUIPA,AREQUIPA,AREQUIPA,20401,41.371,38.991,28911,58.629,55.255,040101,FP
040102,AREQUIPA,AREQUIPA,CAYMA,36730,62.939,59.25,21628,37.061,34.888,040103,PL
040103,AREQUIPA,AREQUIPA,CERRO COLORADO,73393,68.929,65.09,33083,31.071,29.34,040104,PL
040104,AREQUIPA,AREQUIPA,CHARACATO,4786,69.716,65.178,2079,30.284,28.313,040105,PL
040105,AREQUIPA,AREQUIPA,CHIGUATA,2352,86.662,82.875,362,13.338,12.755,040106,PL
040106,AREQUIPA,AREQUIPA,LA JOYA,15796,85.19,81.402,2746,14.81,14.151,040108,PL
040107,AREQUIPA,AREQUIPA,MIRAFLORES,23110,59.737,56.092,15576,40.263,37.806,040110,PL
040108,AREQUIPA,AREQUIPA,MOLLEBAYA,1668,79.504,76.514,430,20.496,19.725,040111,PL
040109,AREQUIPA,AREQUIPA,PAUCARPATA,59410,67.722,63.583,28316,32.278,30.305,040112,PL
040110,AREQUIPA,AREQUIPA,POCSI,579,81.206,77.614,134,18.794,17.962,040113,PL
040111,AREQUIPA,AREQUIPA,POLOBAYA,781,86.203,83.619,125,13.797,13.383,040114,PL
040112,AREQUIPA,AREQUIPA,QUEQUEÑA,966,78.219,74.365,269,21.781,20.708,040115,PL
040113,AREQUIPA,AREQUIPA,SABANDIA,2082,64.498,60.383,1146,35.502,33.237,040116,PL
040114,AREQUIPA,AREQUIPA,SACHACA,9845,53.695,50.459,8490,46.305,43.514,040117,PL
040115,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,507,76.818,72.74,153,23.182,21.951,040118,PL
040116,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,918,93.198,88.61,67,6.802,6.467,040119,PL
040117,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,369,73.506,71.512,133,26.494,25.775,040120,PL
040118,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,3551,87.227,82.543,520,12.773,12.087,040121,PL
040119,AREQUIPA,AREQUIPA,SOCABAYA,27744,66.413,62.244,14031,33.587,31.479,040122,PL
040120,AREQUIPA,AREQUIPA,TIABAYA,8421,70.146,66.855,3584,29.854,28.453,040123,PL
040121,AREQUIPA,AREQUIPA,UCHUMAYO,7378,69.676,66.129,3211,30.324,28.78,040124,PL
040122,AREQUIPA,AREQUIPA,VITOR,1571,78.315,75.024,435,21.685,20.774,040125,PL
040123,AREQUIPA,AREQUIPA,YANAHUARA,6198,29.175,27.751,15046,70.825,67.368,040126,FP
040124,AREQUIPA,AREQUIPA,YARABAMBA,1210,65.976,62.629,624,34.024,32.298,040127,PL
040125,AREQUIPA,AREQUIPA,YURA,13994,83.105,79.084,2845,16.895,16.078,040128,PL
040126,AREQUIPA,AREQUIPA,MARIANO MELGAR,24938,63.721,59.905,14198,36.279,34.106,040109,PL
040127,AREQUIPA,AREQUIPA,JACOBO HUNTER,22873,70.821,66.258,9424,29.179,27.299,040107,PL
040128,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,34359,64.675,60.797,18767,35.325,33.208,040102,PL
040129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,24269,47.858,44.836,26441,52.142,48.849,040129,FP
040201,AREQUIPA,CAYLLOMA,CHIVAY,2929,86.914,82.998,441,13.086,12.496,040501,PL
040202,AREQUIPA,CAYLLOMA,ACHOMA,595,90.152,85.983,65,9.848,9.393,040502,PL
040203,AREQUIPA,CAYLLOMA,CABANACONDE,1039,84.13,80.919,196,15.87,15.265,040503,PL
040204,AREQUIPA,CAYLLOMA,CAYLLOMA,1581,92.402,88.225,130,7.598,7.254,040505,PL
040205,AREQUIPA,CAYLLOMA,CALLALLI,1022,91.413,88.028,96,8.587,8.269,040504,PL
040206,AREQUIPA,CAYLLOMA,COPORAQUE,604,90.149,86.286,66,9.851,9.429,040506,PL
040207,AREQUIPA,CAYLLOMA,HUAMBO,366,86.118,82.247,59,13.882,13.258,040507,PL
040208,AREQUIPA,CAYLLOMA,HUANCA,744,88.361,85.126,98,11.639,11.213,040508,PL
040209,AREQUIPA,CAYLLOMA,ICHUPAMPA,461,92.944,89.341,35,7.056,6.783,040509,PL
040210,AREQUIPA,CAYLLOMA,LARI,575,84.808,80.758,103,15.192,14.466,040510,PL
040211,AREQUIPA,CAYLLOMA,LLUTA,479,86.775,81.741,73,13.225,12.457,040511,PL
040212,AREQUIPA,CAYLLOMA,MACA,427,79.516,75.575,110,20.484,19.469,040512,PL
040213,AREQUIPA,CAYLLOMA,MADRIGAL,404,89.381,83.992,48,10.619,9.979,040513,PL
040214,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA,553,86.677,81.204,85,13.323,12.482,040514,PL
040215,AREQUIPA,CAYLLOMA,SIBAYO,468,90.522,86.029,49,9.478,9.007,040515,PL
040216,AREQUIPA,CAYLLOMA,TAPAY,266,80.606,76.657,64,19.394,18.444,040516,PL
040217,AREQUIPA,CAYLLOMA,TISCO,767,91.856,87.258,68,8.144,7.736,040517,PL
040218,AREQUIPA,CAYLLOMA,TUTI,454,92.464,86.807,37,7.536,7.075,040518,PL
040219,AREQUIPA,CAYLLOMA,YANQUE,1291,90.98,86.297,128,9.02,8.556,040519,PL
040220,AREQUIPA,CAYLLOMA,MAJES,31854,85.03,81.192,5608,14.97,14.294,040520,PL
040301,AREQUIPA,CAMANA,CAMANA,4310,45.924,42.864,5075,54.076,50.472,040201,FP
040302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,1530,55.819,52.85,1211,44.181,41.831,040202,PL
040303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,1800,81.301,79.752,414,18.699,18.343,040203,PL
040304,AREQUIPA,CAMANA,MARISCAL CACERES,2940,69.553,66.097,1287,30.447,28.934,040204,PL
040305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,2582,59.796,56.412,1736,40.204,37.929,040205,PL
040306,AREQUIPA,CAMANA,OCOÑA,1219,52.885,48.936,1086,47.115,43.597,040206,PL
040307,AREQUIPA,CAMANA,QUILCA,392,60.401,58.42,257,39.599,38.301,040207,PL
040308,AREQUIPA,CAMANA,SAMUEL PASTOR,5850,65.138,61.346,3131,34.862,32.833,040208,PL
040401,AREQUIPA,CARAVELI,CARAVELI,724,39.671,37.513,1101,60.329,57.047,040301,FP
040402,AREQUIPA,CARAVELI,ACARI,842,37.996,36.498,1374,62.004,59.558,040302,FP
040403,AREQUIPA,CARAVELI,ATICO,1253,52.361,49.683,1140,47.639,45.202,040303,PL
040404,AREQUIPA,CARAVELI,ATIQUIPA,148,43.023,41.808,196,56.977,55.367,040304,FP
040405,AREQUIPA,CARAVELI,BELLA UNION,742,52.401,50.927,674,47.599,46.259,040305,PL
040406,AREQUIPA,CARAVELI,CAHUACHO,152,41.192,39.791,217,58.808,56.806,040306,FP
040407,AREQUIPA,CARAVELI,CHALA,1880,50.756,48.454,1824,49.244,47.01,040307,PL
040408,AREQUIPA,CARAVELI,CHAPARRA,690,56.098,51.225,540,43.902,40.089,040308,PL
040409,AREQUIPA,CARAVELI,HUANUHUANU,748,80.778,78.407,178,19.222,18.658,040309,PL
040410,AREQUIPA,CARAVELI,JAQUI,323,38.27,36.663,521,61.73,59.137,040310,FP
040411,AREQUIPA,CARAVELI,LOMAS,224,35.055,33.583,415,64.945,62.219,040311,FP
040412,AREQUIPA,CARAVELI,QUICACHA,444,48.261,45.82,476,51.739,49.123,040312,FP
040413,AREQUIPA,CARAVELI,YAUCA,252,24.466,23.841,778,75.534,73.605,040313,FP
040501,AREQUIPA,CASTILLA,APLAO,3710,70.318,66.321,1566,29.682,27.994,040401,PL
040502,AREQUIPA,CASTILLA,ANDAGUA,468,86.347,81.961,74,13.653,12.96,040402,PL
040503,AREQUIPA,CASTILLA,AYO,122,70.115,67.033,52,29.885,28.571,040403,PL
040504,AREQUIPA,CASTILLA,CHACHAS,643,91.989,85.848,56,8.011,7.477,040404,PL
040505,AREQUIPA,CASTILLA,CHILCAYMARCA,445,93.487,86.914,31,6.513,6.055,040405,PL
040506,AREQUIPA,CASTILLA,CHOCO,365,87.74,83.524,51,12.26,11.67,040406,PL
040507,AREQUIPA,CASTILLA,HUANCARQUI,703,68.319,64.673,326,31.681,29.991,040407,PL
040508,AREQUIPA,CASTILLA,MACHAGUAY,302,86.286,82.967,48,13.714,13.187,040408,PL
040509,AREQUIPA,CASTILLA,ORCOPAMPA,1681,89.941,83.507,188,10.059,9.339,040409,PL
040510,AREQUIPA,CASTILLA,PAMPACOLCA,913,81.156,77.636,212,18.844,18.027,040410,PL
040511,AREQUIPA,CASTILLA,TIPAN,193,80.083,76.285,48,19.917,18.972,040411,PL
040512,AREQUIPA,CASTILLA,URACA,2640,67.901,64.265,1248,32.099,30.38,040413,PL
040513,AREQUIPA,CASTILLA,UÑON,97,85.088,84.348,17,14.912,14.783,040412,PL
040514,AREQUIPA,CASTILLA,VIRACO,518,77.198,73.894,153,22.802,21.826,040414,PL
040601,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,1161,70.706,65.115,481,29.294,26.977,040601,PL
040602,AREQUIPA,CONDESUYOS,ANDARAY,288,90.566,86.747,30,9.434,9.036,040602,PL
040603,AREQUIPA,CONDESUYOS,CAYARANI,935,95.506,89.048,44,4.494,4.19,040603,PL
040604,AREQUIPA,CONDESUYOS,CHICHAS,192,71.111,65.979,78,28.889,26.804,040604,PL
040605,AREQUIPA,CONDESUYOS,IRAY,275,73.333,70.876,100,26.667,25.773,040605,PL
040606,AREQUIPA,CONDESUYOS,SALAMANCA,334,86.979,80.096,50,13.021,11.99,040607,PL
040607,AREQUIPA,CONDESUYOS,YANAQUIHUA,1550,88.571,85.873,200,11.429,11.08,040608,PL
040608,AREQUIPA,CONDESUYOS,RIO GRANDE,1014,77.464,73.853,295,22.536,21.486,040606,PL
040701,AREQUIPA,ISLAY,MOLLENDO,9600,62.245,58.458,5823,37.755,35.459,040701,PL
040702,AREQUIPA,ISLAY,COCACHACRA,4750,80.115,76.502,1179,19.885,18.989,040702,PL
040703,AREQUIPA,ISLAY,DEAN VALDIVIA,3520,84.901,81.727,626,15.099,14.534,040703,PL
040704,AREQUIPA,ISLAY,ISLAY,2033,70.738,67.699,841,29.262,28.005,040704,PL
040705,AREQUIPA,ISLAY,MEJIA,629,65.453,61.97,332,34.547,32.709,040705,PL
040706,AREQUIPA,ISLAY,PUNTA DE BOMBON,3412,78.945,76.042,910,21.055,20.281,040706,PL
040801,AREQUIPA,LA UNION,COTAHUASI,686,84.069,75.801,130,15.931,14.365,040801,PL
040802,AREQUIPA,LA UNION,ALCA,727,84.339,77.013,135,15.661,14.301,040802,PL
040803,AREQUIPA,LA UNION,CHARCANA,253,83.775,80.317,49,16.225,15.556,040803,PL
040804,AREQUIPA,LA UNION,HUAYNACOTAS,777,83.28,76.703,156,16.72,15.4,040804,PL
040805,AREQUIPA,LA UNION,PAMPAMARCA,678,90.642,85.714,70,9.358,8.85,040805,PL
040806,AREQUIPA,LA UNION,PUYCA,814,95.428,83.918,39,4.572,4.021,040806,PL
040807,AREQUIPA,LA UNION,QUECHUALLA,183,87.143,85.116,27,12.857,12.558,040807,PL
040808,AREQUIPA,LA UNION,SAYLA,141,74.603,73.057,48,25.397,24.87,040808,PL
040809,AREQUIPA,LA UNION,TAURIA,104,71.233,67.974,42,28.767,27.451,040809,PL
040810,AREQUIPA,LA UNION,TOMEPAMPA,283,78.177,72.379,79,21.823,20.205,040810,PL
040811,AREQUIPA,LA UNION,TORO,259,90.244,85.762,28,9.756,9.272,040811,PL
050101,AYACUCHO,HUAMANGA,AYACUCHO,44244,78.279,74.288,12277,21.721,20.614,050101,PL
050102,AYACUCHO,HUAMANGA,ACOS VINCHOS,2345,81.058,76.936,548,18.942,17.979,050103,PL
050103,AYACUCHO,HUAMANGA,CARMEN ALTO,12332,85.36,81.507,2115,14.64,13.979,050104,PL
050104,AYACUCHO,HUAMANGA,CHIARA,3406,91.338,87.942,323,8.662,8.34,050105,PL
050105,AYACUCHO,HUAMANGA,QUINUA,2777,79.094,74.973,734,20.906,19.816,050108,PL
050106,AYACUCHO,HUAMANGA,SAN JOSE DE TICLLAS,936,72.671,68.874,352,27.329,25.901,050109,PL
050107,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,22801,84.339,80.308,4234,15.661,14.913,050110,PL
050108,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,614,75.896,70.011,195,24.104,22.235,050111,PL
050109,AYACUCHO,HUAMANGA,VINCHOS,9110,94.121,90.055,569,5.879,5.625,050114,PL
050110,AYACUCHO,HUAMANGA,TAMBILLO,2519,79.69,75.419,642,20.31,19.222,050113,PL
050111,AYACUCHO,HUAMANGA,ACOCRO,4552,90.804,87.454,461,9.196,8.857,050102,PL
050112,AYACUCHO,HUAMANGA,SOCOS,4159,90.178,85.611,453,9.822,9.325,050112,PL
050113,AYACUCHO,HUAMANGA,OCROS,2579,86.053,82.003,418,13.947,13.291,050106,PL
050114,AYACUCHO,HUAMANGA,PACAYCASA,1277,67.53,64.106,614,32.47,30.823,050107,PL
050115,AYACUCHO,HUAMANGA,JESUS NAZARENO,8363,81.068,78.02,1953,18.932,18.22,050115,PL
050116,AYACUCHO,HUAMANGA,ANDRES AVELINO CACERES DORREGARAY,8142,79.886,75.888,2050,20.114,19.107,050116,PL
050201,AYACUCHO,CANGALLO,CANGALLO,2661,89.325,84.449,318,10.675,10.092,050201,PL
050204,AYACUCHO,CANGALLO,CHUSCHI,3442,90.341,85.707,368,9.659,9.163,050202,PL
050206,AYACUCHO,CANGALLO,LOS MOROCHUCOS,4199,89.075,84.267,515,10.925,10.335,050203,PL
050207,AYACUCHO,CANGALLO,PARAS,1964,88.788,83.539,248,11.212,10.549,050205,PL
050208,AYACUCHO,CANGALLO,TOTOS,1559,89.752,85.659,178,10.248,9.78,050206,PL
050211,AYACUCHO,CANGALLO,MARIA PARADO DE BELLIDO,910,84.651,80.389,165,15.349,14.576,050204,PL
050301,AYACUCHO,HUANTA,HUANTA,16022,79.557,75.465,4117,20.443,19.391,050401,PL
050302,AYACUCHO,HUANTA,AYAHUANCO,664,87.025,0,99,12.975,0,050402,PL
050303,AYACUCHO,HUANTA,HUAMANGUILLA,2339,87.603,83.655,331,12.397,11.838,050403,PL
050304,AYACUCHO,HUANTA,IGUAIN,1657,82.561,77.94,350,17.439,16.463,050404,PL
050305,AYACUCHO,HUANTA,LURICOCHA,2600,74.885,70.961,872,25.115,23.799,050405,PL
050307,AYACUCHO,HUANTA,SANTILLANA,1751,88.434,83.065,229,11.566,10.863,050406,PL
050308,AYACUCHO,HUANTA,SIVIA,4174,85.832,0,689,14.168,0,050407,PL
050309,AYACUCHO,HUANTA,LLOCHEGUA,3664,91.122,0,357,8.878,0,050408,PL
050310,AYACUCHO,HUANTA,CANAYRE,1309,93.167,0,96,6.833,0,050409,PL
050311,AYACUCHO,HUANTA,UCHURACCAY,1441,87.017,82.674,215,12.983,12.335,050410,PL
050312,AYACUCHO,HUANTA,PUCACOLPA,801,90.304,0,86,9.696,0,050411,PL
050313,AYACUCHO,HUANTA,CHACA,812,82.02,78.682,178,17.98,17.248,050412,PL
050401,AYACUCHO,LA MAR,SAN MIGUEL,4857,84.868,79.467,866,15.132,14.169,050501,PL
050402,AYACUCHO,LA MAR,ANCO,2065,90.69,86.692,212,9.31,8.9,050502,PL
050403,AYACUCHO,LA MAR,AYNA,3767,75.431,0,1227,24.569,0,050503,PL
050404,AYACUCHO,LA MAR,CHILCAS,760,82.789,76.229,158,17.211,15.848,050504,PL
050405,AYACUCHO,LA MAR,CHUNGUI,1090,86.922,82.701,164,13.078,12.443,050505,PL
050406,AYACUCHO,LA MAR,TAMBO,5253,89.109,84.331,642,10.891,10.307,050508,PL
050407,AYACUCHO,LA MAR,LUIS CARRANZA,511,73.104,70.096,188,26.896,25.789,050506,PL
050408,AYACUCHO,LA MAR,SANTA ROSA,5097,86.331,0,807,13.669,0,050507,PL
050409,AYACUCHO,LA MAR,SAMUGARI,3794,87.299,0,552,12.701,0,050509,PL
050410,AYACUCHO,LA MAR,ANCHIHUAY,1722,82.117,0,375,17.883,0,050510,PL
050411,AYACUCHO,LA MAR,ORONCCOY,264,91.349,0,25,8.651,0,050511,PL
050501,AYACUCHO,LUCANAS,PUQUIO,5407,81.701,77.989,1211,18.299,17.467,050601,PL
050502,AYACUCHO,LUCANAS,AUCARA,670,71.05,66.933,273,28.95,27.273,050602,PL
050503,AYACUCHO,LUCANAS,CABANA,350,66.667,63.752,175,33.333,31.876,050603,PL
050504,AYACUCHO,LUCANAS,CARMEN SALCEDO,488,82.852,80.528,101,17.148,16.667,050604,PL
050506,AYACUCHO,LUCANAS,CHAVIÑA,766,82.454,76.143,163,17.546,16.203,050605,PL
050508,AYACUCHO,LUCANAS,CHIPAO,921,81.36,75.74,211,18.64,17.352,050606,PL
050510,AYACUCHO,LUCANAS,HUAC-HUAS,450,64.011,62.155,253,35.989,34.945,050607,PL
050511,AYACUCHO,LUCANAS,LARAMATE,408,55.89,52.85,322,44.11,41.71,050608,PL
050512,AYACUCHO,LUCANAS,LEONCIO PRADO,301,57.663,55.844,221,42.337,41.002,050609,PL
050513,AYACUCHO,LUCANAS,LUCANAS,1085,77.224,72.382,320,22.776,21.348,050611,PL
050514,AYACUCHO,LUCANAS,LLAUTA,321,52.623,51.36,289,47.377,46.24,050610,PL
050516,AYACUCHO,LUCANAS,OCAÑA,742,62.511,58.983,445,37.489,35.374,050612,PL
050517,AYACUCHO,LUCANAS,OTOCA,371,50.822,48.244,359,49.178,46.684,050613,PL
050520,AYACUCHO,LUCANAS,SANCOS,740,61.309,57.767,467,38.691,36.456,050619,PL
050521,AYACUCHO,LUCANAS,SAN JUAN,229,69.394,66.57,101,30.606,29.36,050616,PL
050522,AYACUCHO,LUCANAS,SAN PEDRO,1005,71.94,68.883,392,28.06,26.868,050617,PL
050524,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,153,54.255,51.689,129,45.745,43.581,050620,PL
050525,AYACUCHO,LUCANAS,SANTA LUCIA,213,51.825,49.65,198,48.175,46.154,050621,PL
050529,AYACUCHO,LUCANAS,SAISA,143,71.5,69.756,57,28.5,27.805,050614,PL
050531,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,381,68.897,65.917,172,31.103,29.758,050618,PL
050532,AYACUCHO,LUCANAS,SAN CRISTOBAL,788,88.839,82.513,99,11.161,10.366,050615,PL
050601,AYACUCHO,PARINACOCHAS,CORACORA,4932,88.403,84.365,647,11.597,11.067,050701,PL
050604,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,295,84.527,79.088,54,15.473,14.477,050703,PL
050605,AYACUCHO,PARINACOCHAS,CHUMPI,868,82.51,77.224,184,17.49,16.37,050702,PL
050608,AYACUCHO,PARINACOCHAS,PACAPAUSA,242,80.399,76.582,59,19.601,18.671,050704,PL
050611,AYACUCHO,PARINACOCHAS,PULLO,1184,68.479,65.924,545,31.521,30.345,050705,PL
050612,AYACUCHO,PARINACOCHAS,PUYUSCA,729,69.429,64.286,321,30.571,28.307,050706,PL
050615,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,243,71.893,67.877,95,28.107,26.536,050707,PL
050616,AYACUCHO,PARINACOCHAS,UPAHUACHO,492,84.974,78.469,87,15.026,13.876,050708,PL
050701,AYACUCHO,VICTOR FAJARDO,HUANCAPI,987,92.243,89.973,83,7.757,7.566,051001,PL
050702,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,834,91.648,85.626,76,8.352,7.803,051002,PL
050703,AYACUCHO,VICTOR FAJARDO,APONGO,280,83.832,76.923,54,16.168,14.835,051003,PL
050704,AYACUCHO,VICTOR FAJARDO,CANARIA,1128,89.595,83.68,131,10.405,9.718,051005,PL
050706,AYACUCHO,VICTOR FAJARDO,CAYARA,507,91.351,85.067,48,8.649,8.054,051006,PL
